Year,Month,Employee Number,Total Cost,Other Cost,Cost of International,Cost of DATA,Cost of Roaming data,Cost of SMS,Cost of Roaming,Cost of Services,Cost of Other Mobile Networks,Cost of Landline,Plans,Features,Tax,Discount,Other,Duration of International,Duration of On net,Number of SMS,Duration of Roaming,Duration of Services,Duration of Other Mobile Networks,Duration of Landline,Number of International Calls,Number of On net Calls,Number of Roaming Calls,Number of Services Calls,Number of Other Mobile Networks calls,Number of Landline Calls,Volume of DATA,Volume of Roaming data,Carrier,Plans_1
2020,January,329023,65.14,44.47,0.08,20.59,0,0,0,0,0,0,80,3.99,9.64,-36.04,0,0.041666667,0,45,0,3.958333333,1.625,97.95833333,1,0,0,51,7,72,10244.16,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,348353,46.43,46.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0,10,0,0,0.041666667,1.125,0,0,0,15,1,2,1967.84,0.64,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,343558,-0.13,-0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66,0,ATT US,
2020,January,158072,268.1,70.38,0,17.85,10,0,0,170,0,0,80,3.99,16.55,-17.04,0,0.958333333,5.416666667,126,19.25,6.291666667,0.916666667,66.54166667,2,22,20,53,5,77,8003.99,4018.26,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,215372,135.23,94.5,27.93,0,0,2,11,0,0,0,44.99,93.98,25.05,-20.4,0,2.333333333,8.25,44,1.5,3.333333333,21.45833333,41.375,7,22,15,60,104,90,7017.14,4483.9,ATT US,BMBPNTN450UNWUMM
2020,January,357056,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,291526,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,145,0,7.5,12.91666667,32.125,0,0,0,10,62,71,18098.64,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,196553,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,46,0,0.791666667,9.916666667,27,0,0,0,5,35,65,25898.75,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,11288,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,2.208333333,302,0,4.125,13.91666667,78.125,0,4,0,76,82,201,5081.75,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,10126,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,182,0,1.791666667,19.16666667,37.79166667,0,0,0,6,88,108,9834.84,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,341462,99.18,72.43,4.68,22.07,0,0,0,0,0,0,80,13.99,13.6,-17.04,0,1.083333333,6.375,25,0,3.791666667,3.083333333,23.875,1,7,0,48,18,53,10603.64,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,356616,164.43,44.43,0,0,0,0,0,120,0,0,80,3.99,9.6,-36.04,0,0.291666667,4.375,12,0,0.958333333,5,44,2,10,0,14,14,51,2216.75,870.96,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,265302,287.58,71.78,17.93,5.78,2,0,0,190,0,0,80,3.99,17.95,-17.04,0,4.75,0,29,20.625,6.25,1.875,4.416666667,7,0,63,137,10,15,5023.15,2081.07,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,352580,81.79,67.56,6.88,7.35,0,0,0,0,0,0,80,3.99,13.73,-17.04,0,2.416666667,1.583333333,31,0,0.041666667,2.666666667,31.91666667,2,11,0,17,18,78,6952.36,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,5116,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,1.833333333,113,0.083333333,7.875,14.04166667,25.91666667,0,9,2,49,107,132,775.22,168.46,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,806,97.14,64.94,0,32.2,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,595,0,7.416666667,0,9.916666667,0,0,0,40,0,38,13141.14,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,10596,46.87,44.88,0,0,0,0,0,1.99,0,0,80,3.99,10.05,-36.04,0,0,0.791666667,489,0,10.25,43.79166667,89.625,0,5,0,35,134,231,2073.65,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,5607,271.04,142.12,51.12,0,0,5.5,71,1.5,0,0,44.99,114.99,52.67,-20.4,0,8,7.375,271,9.833333333,3.541666667,28.54166667,37.41666667,10,12,63,50,104,113,4424.87,2662.59,ATT US,BMBPNTN450UNWUMM
2020,January,164135,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,206,0,0.375,7.916666667,26.70833333,0,0,0,21,46,65,3685.04,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,352483,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0.541666667,65,0,0,0,3.833333333,0,2,0,0,0,12,0.02,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,22663,123.75,46.75,5.7,0,9,0,2,60,0,0,80,3.99,11.92,-36.04,0,0.875,5.125,293,15.91666667,2.458333333,10.625,51.58333333,4,20,32,81,53,121,3676.8,516.17,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,308263,96.26,96.26,0,0,0,0,0,0,0,0,61,15,20.26,0,0,0,0,97,0,0.708333333,1.375,14.45833333,0,0,0,1,3,35,4172.13,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,347105,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,2,0,0,5.791666667,18.79166667,0,0,0,0,9,24,8968.58,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,341464,102.95,64.94,0,38.01,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,1.333333333,46,0,1.75,2.666666667,17.75,0,1,0,79,26,41,14573.26,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,361364,90.58,84.07,6.51,0,0,0,0,0,0,0,44.99,93.98,14.62,-20.4,0,1.458333333,0.083333333,6,0,0.791666667,4.916666667,29.25,4,2,0,27,61,64,4577.53,0,ATT US,BMBPNTN450UNWUMM
2020,January,7684,210.17,64.94,0,27.52,28,0,0,90,0,0,80,3.99,11.11,-17.04,0,0,0.083333333,60,2.25,7.75,3.75,29.41666667,0,1,10,75,38,128,11958.5,6906.85,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,1932,65.25,65.03,0.22,0,0,0,0,0,0,0,80,3.99,11.2,-17.04,0,0.083333333,0.041666667,151,0,9.208333333,7.083333333,27.625,1,1,0,91,51,91,3216.21,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,263815,421.05,106.33,15.75,0,10,0.5,148,140,0,0,80,3.99,52.5,-17.04,0,1.875,1.125,38,9.791666667,9.458333333,0.208333333,3.041666667,1,2,46,45,3,16,1779.65,1049.88,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,6768,72.9,66.66,6.24,0,0,0,0,0,0,0,65,0,15.31,-13.65,0,1.041666667,0,201,0,17.41666667,21.66666667,79.45833333,4,0,0,28,113,246,45448.19,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,375759,113.29,113.29,0,0,0,0,0,0,0,0,98.75,0,14.54,0,0,0,0,226,0,0.041666667,8.291666667,34.45833333,0,0,0,1,7,23,623.44,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,369363,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,268829,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,37,0,1.625,4.958333333,20.125,0,0,0,6,15,98,3848,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,376274,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,2,0,0,1.791666667,3.916666667,0,0,0,0,2,6,382.38,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,324181,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,23,0,2.875,2.166666667,31.29166667,0,0,0,8,12,58,472.49,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,363258,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,0,0.041666667,6.708333333,0,0,0,0,1,16,436.96,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,251878,113.29,113.29,0,0,0,0,0,0,0,0,98.75,0,14.54,0,0,1.041666667,0,263,0,3.125,9.5,21.125,1,0,0,12,49,110,15592.55,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,249572,46.43,46.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,5,1.083333333,27,3.708333333,8.041666667,2.208333333,34.70833333,14,2,6,15,10,74,3685.24,166.6,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,380909,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,1324,0,6.625,4.5,37.54166667,0,0,0,9,16,65,23984.85,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,349859,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,512,0,2.541666667,7.666666667,17.75,0,0,0,5,57,105,8870.6,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,251878,14.72,14.72,0,0,0,0,0,0,0,0,14.52,0,14.72,-14.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,Verizon US,Business Unl Smtwatch Numshare
2020,January,363417,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,1,0,0.041666667,0,0,0,0,0,1,0,0,249.91,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,384792,113.29,113.29,0,0,0,0,0,0,0,0,98.75,0,14.54,0,0,0,0,62,0,55.04166667,0.875,4.25,0,0,0,50,12,40,6771.17,0,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,196695,84.94,64.94,0,0,0,0,0,20,0,0,80,3.99,11.11,-17.04,0,0,0,166,0.041666667,0.083333333,11.16666667,36.33333333,0,0,1,43,31,51,3787.04,40.81,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,287322,117.37,85.43,1.26,12.4,18,0,0,0,0,0,80,3.99,11.6,-17.04,0,0.625,0,20,0,0.708333333,0,21.33333333,3,0,0,31,0,53,5963.55,7438.71,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,376579,66.14,64.79,1.35,0,0,0,0,0,0,0,65,0,13.44,-13.65,0,4,0,12,0,0,4.375,14.70833333,8,0,0,0,19,39,3011.58,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,348972,297.52,103.2,2.34,0,35,0.1,157,0,0,0,61,0,42.2,0,0,1.125,0,76,4.666666667,1.291666667,24.08333333,46.45833333,1,0,24,5,122,127,16762.35,2048,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,372908,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,0,0,0,1.625,0.625,0,0,0,6,6,3,822.04,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,357946,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,324704,82.62,64.94,0,17.68,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,2.375,9,0,3.125,2.333333333,25.16666667,0,6,0,4,4,26,9520.13,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,303062,202.59,64.94,0,137.65,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,1.625,158,0,0.708333333,3.291666667,12.95833333,0,7,0,43,24,52,39378.61,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,251013,69.15,69.15,0,0,0,0,0,0,0,0,61,0,8.15,0,0,0,0,97,0,2.333333333,0.25,2.583333333,0,0,0,2,6,20,1487.38,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,290651,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,489,0,0.708333333,15.58333333,25.875,0,0,0,11,22,106,8160.04,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,310226,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0.166666667,0,69,0,0.291666667,5.5,20.29166667,1,0,0,1,13,33,4406.25,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,373005,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,382316,18.96,18.96,0,0,0,0,0,0,0,0,10,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATT US,"Mobile Select Pool for Wearables 4G LTE,National Account Discount"
2020,January,348920,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,18,0,0,0,0.291666667,0,0,0,0,0,3,132.65,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,344494,71.59,64.94,0,6.65,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.125,5,0,4.791666667,0.291666667,17.25,0,3,0,7,5,16,6777.67,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,341319,81.59,81.59,0,0,0,0,0,0,0,0,44.99,93.98,12.14,-20.4,0,0,0,404,0,1.708333333,4.958333333,11.83333333,0,0,0,20,15,28,15126.12,0,ATT US,BMBPNTN450UNWUMM
2020,January,208452,39.91,39.91,0,0,0,0,0,0,0,0,80,3.99,9.25,-36.04,0,0,0,62,0,2.916666667,7.541666667,16.25,0,0,0,63,66,72,4702.27,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,268792,112.84,82.44,2.68,0,0,0,28,0,0,0,61,0,21.44,0,0,1.333333333,0,84,1.166666667,5.291666667,4.833333333,19.75,2,0,1,12,27,43,8067.34,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,350612,71.77,70.16,1.61,0,0,0,0,0,0,0,55,0,15.16,0,0,0.25,0,28,0,0,6.125,41.16666667,2,0,0,0,28,66,2226.75,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,324710,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0,1,0,0,0.041666667,9.583333333,0,0,0,1,1,8,1331.1,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,340669,70.07,66.35,3.72,0,0,0,0,0,0,0,80,3.99,12.52,-17.04,0,0.583333333,1.333333333,80,0,5.041666667,1.541666667,30,6,9,0,6,13,45,2151.36,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,4518,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0.166666667,238,0,6.333333333,14.20833333,22.04166667,0,1,0,27,128,136,922.33,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,147852,61.38,46.45,5.28,9.65,0,0,0,0,0,0,80,3.99,11.62,-36.04,0,1.375,5.416666667,125,0,6.416666667,21,74.58333333,4,17,0,81,43,116,7518.18,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,373240,104.54,69.54,0,0,35,0,0,0,0,0,55,0,14.54,0,0,0,0,3,0,0,0.083333333,8.958333333,0,0,0,0,2,10,125.39,1024,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,360039,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,3,0,1.625,6.208333333,12.16666667,0,0,0,3,5,18,761.57,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,376523,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,4,0,0.25,0.916666667,14.875,0,0,0,1,5,33,63.46,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,314084,110.78,75.58,0,0,35,0,0,0,0,0,61,0,14.58,0,0,0,0,263,0.041666667,4.375,20.875,46.83333333,0,0,1,9,59,94,8463.81,1024,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,263894,78.82,40.84,0,37.98,0,0,0,0,0,0,80,3.99,6.01,-36.04,0,0,1.666666667,335,0,8.416666667,3.166666667,20.45833333,0,6,0,37,25,84,14575.01,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,363260,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,1,0,1.666666667,0.333333333,1.625,0,0,0,1,5,7,627.68,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,378153,65.07,64.98,0.09,0,0,0,0,0,0,0,80,3.99,11.15,-17.04,0,0.041666667,18.33333333,18,0,3.458333333,10.58333333,46.54166667,1,46,0,11,13,100,1795.48,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,371246,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,82,0,0.875,7.75,87.625,0,0,0,1,26,118,2092.49,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,341503,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,168,0,6.5,37.66666667,44.54166667,0,0,0,7,149,123,7583.95,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,349893,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,0,0,0.083333333,1.375,9.208333333,0,0,0,2,3,15,291.32,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,371759,70.53,69.81,0.72,0,0,0,0,0,0,0,55,0,14.81,0,0,0.958333333,0,11,0,0.666666667,0.583333333,12.83333333,4,0,0,1,3,11,468.42,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,291530,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0.041666667,0,52,0,0.291666667,9.083333333,23.04166667,1,0,0,1,39,56,3145.29,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,369372,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,2,0,0,4.958333333,22.25,0,0,0,0,10,69,2053.4,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,357869,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,0,0,0,15.70833333,11.29166667,0,0,0,0,8,14,693.63,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,192012,69.69,69.01,0.68,0,0,0,0,0,0,0,61,0,8.01,0,0,0.083333333,0,495,0,0,0.708333333,3.958333333,2,0,0,0,14,38,7224.25,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,357619,122.65,67.74,0,0,55,0,0,0,0,0,80,3.99,13.91,-17.04,0,0,1,9,0,0,0,2.208333333,0,1,0,2,0,8,545.7,463.2,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,151214,396.53,87.93,7.2,0,105,0,196,0.2,0,0,61,0,26.93,0,0,4.041666667,0,71,40.875,2.875,10.45833333,41,16,0,109,3,52,120,2820.16,3072,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,151152,639.16,174.45,30.01,0,105,2.2,249,78.21,0,0,61,0,113.45,0,0,6.625,0,138,10.625,5.041666667,11.83333333,57.875,14,0,17,5,42,69,5229.47,4096,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,202332,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,103,0,0.958333333,4.25,22.875,0,0,0,6,15,124,5619.12,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,357621,1067.39,64.94,0,0,932,0,0,70,0,0,80,3.99,11.11,-17.04,0,0,0,0,1.166666667,0.541666667,0,0,0,0,9,11,0,0,415.61,1590.85,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,2825,34.06,34.06,0,0,0,0,0,0,0,0,50,0,1.51,-10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3973.58,0,ATT US,Mobile Select 5GB for Aircards/MiFi 4G LTE
2020,January,363259,65.42,65.07,0.35,0,0,0,0,0,0,0,80,3.99,11.24,-17.04,0,0.041666667,0.625,2,0,5.333333333,0.125,10.125,1,2,0,7,3,16,1187.51,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,361574,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,30,0,3.333333333,13.33333333,35.95833333,0,0,0,6,79,101,10606.13,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,245012,69.15,69.15,0,0,0,0,0,0,0,0,61,0,8.15,0,0,0,0,32,0,0.958333333,4.583333333,29.08333333,0,0,0,2,12,33,3125.96,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,371507,161.57,71.57,0,0,0,0,0,90,0,0,130,0,23.87,-82.3,0,0,0,35,5.291666667,0.291666667,0,7,0,0,5,9,0,16,382.98,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,260720,143.4,65.26,0.87,3.64,4,0,0,70,0,0,80,3.99,11.43,-17.04,0,0.125,0,316,2.208333333,0.083333333,9.083333333,33.16666667,1,0,12,14,25,74,5376.4,1577.05,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,309502,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,173,0,0.875,19.70833333,39.54166667,0,0,0,3,61,104,17562.72,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,307843,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,530,0,0.5,3.5,19.04166667,0,0,0,1,8,39,6822.36,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,364775,72.13,70.26,1.87,0,0,0,0,0,0,0,55,0,15.26,0,0,0.375,0,10,0,3.416666667,2.333333333,10.875,8,0,0,6,13,39,0,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,344276,44.43,44.43,0,0,0,0,0,0,0,0,80,3.99,9.6,-36.04,0,0,0.125,0,0,0,2.416666667,7.791666667,0,2,0,0,6,8,2790.98,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,348952,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,1.791666667,8,0,0,0.125,29.33333333,0,4,0,16,3,60,4541.33,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,372503,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,1.916666667,5,0,0.791666667,8.166666667,26.91666667,0,2,0,8,16,44,700.44,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,195732,100.97,66.15,3.16,31.66,0,0,0,0,0,0,80,3.99,12.32,-17.04,0,0.583333333,0,877,0,2.375,10,15.45833333,7,0,0,60,38,51,13000.71,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,352513,282.76,124.69,29.63,0,105,0.65,9,13.86,0,0,98.75,0,25.94,0,0,3.333333333,0,501,0.291666667,1.416666667,13.70833333,54.29166667,12,0,5,7,97,128,5438.24,4096,Verizon US,Unl Min 15gb Email+Mhs Shr
2020,January,251892,71.16,64.94,0,6.22,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,1.75,15,0,2.333333333,12.33333333,34.16666667,0,3,0,30,41,58,6671.43,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,330331,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,151.44,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,262478,75.54,75.54,0,0,0,0,0,0,0,0,61,0,14.54,0,0,0,0,68,0,0.458333333,7.833333333,24.625,0,0,0,2,32,57,14301.22,0,Verizon US,Unl Min 7gb Email+Mhs Shr
2020,January,362710,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,0,0,9,0.041666667,8.041666667,0,0,0,5,1,12,493.23,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,352533,150.95,80.95,0,0,0,0,0,70,0,0,65,5,24.6,-13.65,0,0,0,21,0.208333333,0.041666667,0.25,21.45833333,0,0,2,3,1,32,5875.71,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,372550,69.54,69.54,0,0,0,0,0,0,0,0,55,0,14.54,0,0,0,0,8,0,0.208333333,0.083333333,1.916666667,0,0,0,3,2,6,851.7,0,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,352518,131.3,73.53,0,0,35,0,23,0,0,0,55,0,18.53,0,0,0,0,18,0.958333333,0,6.875,7.333333333,0,0,6,0,42,27,182.07,2048,Verizon US,Unl Min 5gb Email+Mhs Shr
2020,January,377786,88.28,44.56,0.35,32.82,1,0,0,10,0,0,80,3.99,9.73,-36.04,0,0.041666667,3.958333333,48,0,2.875,7.583333333,30.08333333,1,16,0,43,5,84,13288.58,138.54,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,12663,108.01,108.01,0,0,0,0,0,0,0,0,44.99,114.99,18.56,-20.4,0,6.041666667,2.708333333,81,0,9.666666667,6.833333333,78.70833333,20,10,0,76,38,147,10441.55,0,ATT US,BMBPNTN450UNWUMM
2020,January,330181,34.06,34.06,0,0,0,0,0,0,0,0,50,0,1.51,-10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420.13,0,ATT US,Mobile Select 5GB for Aircards/MiFi 4G LTE
2020,January,348859,78.31,77.93,0.38,0,0,0,0,0,0,0,44.99,93.98,12.28,-19.2,0,0.083333333,1.5,0,0,0,1.083333333,7.083333333,2,3,0,13,5,20,12388.76,0,ATT US,BMBPNTN450UNWUMM
2020,January,314384,64.94,64.94,0,0,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,212,0,0,0,0,0,0,0,0,0,0,3182.59,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,263937,79.41,79.41,0,0,0,0,0,0,0,0,65,0,14.41,0,0,0,0,113,0,4.625,7.375,70.54166667,0,0,0,10,14,114,11727.87,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
2020,January,1238,75.27,64.94,0,10.33,0,0,0,0,0,0,80,3.99,11.11,-17.04,0,0,0,445,0,5.708333333,4.583333333,55.75,0,0,0,129,48,98,7689.33,0,ATT US,Mobile Select 5GB Pool iPhone on 4G LTE VVM
2020,January,66579,75.81,65.72,0.09,0,0,0,0,10,0,0,65,0,14.37,-13.65,0,0.041666667,0,28,1.5,9.916666667,16.25,42.91666667,1,0,4,9,52,76,21147.65,0,Verizon US,4g Nw Unl Min&Msg+Email&Data
